video_id,video_title,upload_date,view_count,like_count
S12_6dVlW3s,Qor Jangidagi Qahramonlik! TARIXIY G&#39;ALABA,2022-01-27,1454,246
SVKGlXfV8Wc,Nazorat uchrashuvi. Lokomotiv - Buxoro 0:0,2022-01-27,631,18
U1m_LmjpnFs,Maksim Shatskix va Nyukasl to&#39;qnashuvi YECHL o&#39;yini. Shatskixning 2 goli nega hisobga olinmadi?,2022-01-26,4091,150
fLws7J7DU9Q,"Arxiv. Rivaldoning &quot;Bunyodkor&quot;dagi birinchi gollari, kichkina Eldor Shomurodov",2022-01-26,7804,129
qCDHRTm4LxU,O&#39;zbekiston futzal terma jamoasi Xorvatiyaga ketishdan oldin mashg&#39;ulot o&#39;tkazdi,2022-01-24,1891,77
s_O8UXlMKXg,Азиз Ҳайдаров:&quot;Одил Аҳмедовда тажриба кам? Лекин у бунгача ишлаган ҳамма вице-президентлардан афзал&quot;,2022-01-23,24132,554
nNOHKtwlApk,O&#39;rtoqlik uchrashuvi. &quot;Lokomotiv&quot; &quot;Qo&#39;qon-1912&quot;ni mag&#39;lub etdi,2022-01-22,2913,64
vLTa8GfmNqY,Eldor Joze Mourinyomning &quot;Qora Ro&#39;yxati&quot;da? Buyog&#39;i haqiqiy jang bo&#39;ladi,2022-01-22,18811,576
I6Vlv_J6iaM,Eldor qaytmoqda Shomurodov super gol urdi Joze Mourinyo unga ishonmoqda,2022-01-21,97534,1871
Qkd46rXNwRw,Buxoro - So&#39;g&#39;diyona o&#39;rtoqlik uchrashuvi qanday o&#39;tdi?,2022-01-20,3752,68
3E2sZcEa6ek,Maksim Shatskix haqida ma&#39;lumotlar,2022-01-20,4765,214
fLlUqaJZT1w,Ispaniyaliklar kelgan &quot;Surxon&quot;ning mashg&#39;ulotidan reportaj,2022-01-20,13415,298
rVzcpeBntls,&quot;Bunyodkor&quot; &quot;Lokomotiv&quot;ga mag&#39;lub bo&#39;ldi,2022-01-19,2866,86
TYWAQa6x4f8,"Argentinaga gol urgan, Germaniya termasida o&#39;ynashi mumkin bo&#39;lgan Aleksandr Geynrix  haqida",2022-01-19,45644,1291
ad6MdYqGb2U,&quot;Bunyodkor&quot;ning mashg&#39;uloti davom etadi + legioner bilan suhbat,2022-01-18,4013,81
vTL6t9oXzcQ,&quot;Тезкор студия&quot;нинг бугунги сонида ОЧЛ ва ОФК Кубоги қуръаси ҳақида сўз юритамиз.,2022-01-17,6162,208
miVRTkF4GLk,Sezilarli yo&#39;qotishlarga uchragan &quot;Qo&#39;qon-1912&quot; mashg&#39;uloti qanday o&#39;tmoqda?,2022-01-15,4351,110
SN6PvNYus-8,&quot;Tezkor studiya&quot;. OCHL endi kuz-bahor tizimida o&#39;tadi-mi?,2022-01-14,5077,139
Kf8lhL7Chvg,Geynrix porlagan o&#39;yin O&#39;zbekiston va Quvayt 3-0,2022-01-14,28847,344
h8vlnsl9mUM,Eldor turkmanlar himoyasini sochib tashlagan o&#39;yin,2022-01-13,13340,282
WZ0GIihPdwA,&quot;Bu murabbiy xuddi otamdek bo&#39;lib qolgandi.&quot; - Ibrohimhalil Yo‘ldoshev,2022-01-13,22191,560
aQ0D6SkR-M0,&quot;Paxtakor&quot; yangi bosh murabbiyi: &quot;Meni qo&#39;l ostimda jamoa 100 foiz hujumkor o&#39;ynaydi&quot; (to&#39;liq video),2022-01-13,16150,295
dQ-GzV9K42M,"&quot;Asl darajamizni tan olaylik, o&#39;zbek futbolchilarini Malayziyaga ham olishmayapti&quot; — Sanjar Tursunov",2022-01-12,19561,470
p2pkzPE_qFI,&quot;Paxtakor&quot; yangi bosh murabbiy qo&#39;l ostida ilk mashg‘ulotni o&#39;tkazdi,2022-01-11,18386,334
yZt5dx92o4g,&quot;Tezkor studiya&quot;. Usmonali Ismonaliyev: &quot;Navbahor&quot; muxlislaridan uzr so&#39;rayman&quot;,2022-01-11,6775,139
_zH7UWPiKrk,&quot;Kim aslida kim&quot; - Odil Ahmedov,2022-01-11,58203,1272
_TPuYfGnbfk,"Qozog&#39;iston, Og&#39;ir sinovlar, Pulning kamligi, O&#39;tkir Yusupov hikoyasi",2022-01-11,12983,444
Gp_Iuh82fl4,Maestro Masharipov va super ijrolar,2022-01-10,2992,83
rK3ipMhY0LI,Superligaga qaytgan &quot;Neftchi&quot;ning Toshkentdagi mashg&#39;uloti (08.01.2022),2022-01-09,7486,129
-sIhgY3C7Jc,Qosimov boshchiligidagi AGMK yangi mavsumga tayyorgarlikni boshladi,2022-01-08,8014,171
Fsd0yN_wKHI,Futbol tarixidagi top-10 penaltilar Jaloliddin Masharipov kuchli 10 likda,2022-01-07,7462,282
0P8PxRj8AEM,Yosharayotgan &quot;Bunyodkor&quot; yangi mavsumga tayyorgarlikni boshladi + Shuhrat Maqsudovdan intervyu,2022-01-06,6371,132
LE1bmrhigCE,Mirjalol Qosimovning 2018-yilda bergan eksklyuziv intervyusi,2022-01-06,3602,100
YZbk0uJ2Fw0,&quot;Olimpik&quot; - Superligaga tayyorgarlik boshlandi,2022-01-05,4196,82
KgAz1ieQSE4,"&quot;Navbahor&quot;ning Toshkentdagi mashg&#39;uloti, Elgujadan muxlislarga murojaat!",2022-01-05,8655,195
D8ZIYadGl5A,Xotinidan qo&#39;rqadigan Robert Levandovski haqida Bir Futbolchi tarixi loyihasi,2022-01-05,4028,174
CHrbFjMWH9I,"Babayan, xatolar va kelishilgan o&#39;yinlar haqida — San&#39;at Shixov",2022-01-05,21371,397
ZN8C2pdjO58,Tarixiy gollarni yondirgan ajoyib sharhlar 1 qism,2022-01-04,12215,280
QNHbds6zTpg,Championat.asia va Olamsport.com xodimlaridan Yangi yil tilaklari,2021-12-31,800,29
VCIXOUZah1o,"Sizchi, Ronaldu haqida qanday faktlarni bilasiz? #shorts",2021-12-29,1520,105
aj_JHT__0HE,2021-yil qaysi voqea sizning yodingizda qoldi? #shorts,2021-12-28,2935,139
XhNbEdO9PFw,Bahrom Davlatov: &quot;Fidoyi bo‘lmaguncha futbolda foyda topmaysan&quot;,2021-12-26,5293,122
qc650Zy8_Vg,Uz Football Awards-2021. Shomurodov va Berdiyev eng yaxshi (to&#39;liq video),2021-12-25,40908,780
lm49CHK8rpE,2021-yilning top 10 chiroyli gollari. Legioner futbolchilarimizdan,2021-12-25,54428,883
Z4HzMqaGfjc,Diyor Rahimqulovning yorqin xotirasiga bag&#39;ishlanadi,2021-12-24,20760,848
abs9kK492Mw,Eldor Shomurodovning 2021-yildagi barcha gollari Roma va Jenoa,2021-12-23,78011,1170
6qmPZzVJlgc,"&quot;8 yilga urilgan futbolchini taniyman, Babayanga murojaat&quot; - Timur Hakimov bilan intervyu",2021-12-22,28500,675
O4WiZCT_TCw,Odil Ahmedov futbolchilik faoliyatini yakunladi (to&#39;liq video),2021-12-20,71417,1261
0TlSw4nHf3M,O&#39;zbek futboli tarixidagi eng alamli o&#39;yin O&#39;zbekiston vs Xitoy JCH saralashi 2018,2021-12-20,67346,707
J1DKF0JKdfg,Superliga-2021. Mavsumning eng chiroyli gollari TOP-20,2021-12-17,16543,326
HlaYbFnrIsQ,"&quot;O&#39;zbekiston hech qachon Jahon chempionatiga chiqolmaydi&quot; Odil Ahmedov, Sardor Rashidov, Anzur",2021-12-15,149695,3196
6lLhAR_pS5k,&quot;Bunyodkor&quot; klubi akademiya tarbiyalanuvchilarini taqdirlash marosimini o&#39;tkazdi,2021-12-14,2327,54
niboDXkaBCo,"8+3. Abramovga omadsizlik emas, bilimsizlik pand berdi",2021-12-13,1389,42
nu9Yiie2DCk,Klublar tomonidan hakamlar departamentiga bosim bo&#39;ladimi? Erkin Baxtiyorov bilan intervyu,2021-12-11,1536,26
AoxKZQ06eNY,"&quot;Andijon&quot;, &quot;Olimpik&quot; va litsenziyalash haqida - Diyor Imomxo&#39;jayev bilan intervyu",2021-12-11,14904,407
wh0iU8-Kz0Y,Ko&#39;rinmas ГЕРОЙ Ignatiy Nesterov haqida. BirFutbolchiTarixi 6-son,2021-12-11,20597,679
IzwfdJYv4dQ,"Футбольная Махалля №2 Азамат Абдураимов: победа в Азиаде, наставления отца и проблемы нашего футбола",2021-12-11,1339,32
J_0ui4z6Tqs,8+3. O&#39;zbek futbolidagi eng omadsiz shaxs kim?,2021-12-09,1838,53
TAY9NFlRh4s,Qaysi klublarning futbolchilardan qarzi bor? Kamoliddin Murzoyev bilan intervyu,2021-12-07,5284,92
oGASHWevuME,&quot;Futbol olami&quot;. &quot;Nasaf&quot; kubok sohibi va &quot;Olimpik&quot; Superligada!,2021-12-06,12868,276
1CEk9bRtx_E,"1 mlrd so‘rayotgan futbolchi, transferlar va Babayan bilan aloqalar haqida — Ulug‘bek Mirzayev",2021-12-06,7646,142
Kyw7XslsM4U,&quot;Kichkina kamera&quot;. &quot;Nasaf&quot; ikkinchi bor O&#39;zbekiston kubogini qo&#39;lga kiritdi,2021-12-04,20649,417
MH5PjU6nIJc,&quot;Nasaf&quot; finaldagi g&#39;alabani qanday nishonlaganini ko&#39;rdingizmi?,2021-12-04,32279,920
oif4_SQxU6M,Final-2021. Piter Xyuistra ishtirokidagi matbuot anjumani,2021-12-04,2512,52
eXNWcWES7jc,Final-2021. Ro&#39;ziqul Berdiyev ishtirokidagi matbuot anjumani,2021-12-04,11989,330
aZuYofvbjqw,&quot;Tezkor studiya&quot;. &quot;Nasaf&quot; - O&#39;zbekiston kubogi sohibi!,2021-12-04,15014,348
bzgLmPEfJyc,"Mourning boshqa iloji qolmadi, Bugun yoki hech qachon",2021-12-04,2866,123
EPirK8nGvic,&quot;Tezkor studiya&quot;. Finaldan oldingi JONLI EFIR,2021-12-04,3588,90
ML6ogJ26JfU,Ko&#39;chadagi kamera. Finalda kim yutadi - &quot;Paxtakor&quot; yoki &quot;Nasaf&quot;?,2021-12-04,25406,782
TKYWq7930Io,Bu ajoyib. O&#39;zbekiston kubogi sovrini Samarqand bo&#39;ylab &quot;sayr&quot; qildi,2021-12-03,4186,101
CqwT_0DfTt8,O&#39;zbekiston kubogi finali. &quot;Nasaf&quot;ning finaldan oldingi rasmiy mashg&#39;uloti,2021-12-03,7745,192
oiyXiHOzMiU,Final-2021. Ro&#39;ziqul Berdiyev: &quot;Finaldan oldin Stanoyevich va Cheran kelishib olgan shekilli&quot;,2021-12-03,11748,305
U-OH7j7Ngv8,Final-2021. Piter Xyuistra: &quot;20 yildan keyin barcha kubok yutgan jamoani eslaydi&quot;,2021-12-03,2809,78
IrZcwLAI19M,O&#39;zbekiston kubogi finali. &quot;Paxtakor&quot;ning finaldan oldingi rasmiy mashg&#39;uloti,2021-12-03,9174,151
uHQKK-VQXIk,"Championat,asia 11 yoshda!!! #shorts",2021-12-02,2279,70
zzn9j-gMhxo,O&#39;tish o&#39;yini. Olimpik - Mash&#39;al 3:1. Highlights,2021-12-02,13776,227
CFT5KqvOc3o,"Terma Jamoaning zaif nuqtalari ma&#39;lum bo&#39;ldi, Muammo hal etilsa JCHga chiqamiz",2021-11-29,25132,685
y8geTbKWgRQ,&quot;Futbol olami&quot;. Superliganing so&#39;nggi turi haqida,2021-11-29,9481,165
F0B-pSq-4Pc,Quvonchli xabar O&#39;zbekiston MTJ Yaponiya bilan o&#39;ynaydi,2021-11-29,14274,343
qFbIkHqCta0,Superliga. Nasaf - Lokomotiv - 1:3. Highlights,2021-11-28,4751,46
DmpYHf0cQ7A,Superliga. Bunyodkor - Paxtakor - 3:2. Highlights,2021-11-28,2768,50
vFcxHnV_8G0,Superliga. Navbahor - Qo&#39;qon-1912 - 2:3. Highlights,2021-11-28,5432,67
pcND77vYr20,Superliga. Qizilqum - Metallurg 1:3. Highlights,2021-11-28,654,11
fUQZ6_uFSIc,Superliga. Turon - Andijon 1:0. Highlights,2021-11-28,1187,17
dGp9-5YioQo,&quot;Kichkina kamera&quot;. Olmaliqdagi &quot;kumush o&#39;yin&quot;ning dramatik yakuni,2021-11-28,8167,141
g-F9XtPtXbw,Superliga. AGMK - So&#39;g&#39;diyona 0:1. Highlights,2021-11-27,16583,270
mZtLJYehApU,Superliga. Surxon - Mash’al 1:0. Highlights,2021-11-27,4606,82
D7Z9KOnJdF0,"Ro&#39;ziqul Berdiyev: &quot;Tushunmadim, &quot;Nasaf&quot; nohaq finalga chiqdimi?&quot;",2021-11-24,36487,1135
XQmm791DWgE,Xayrulla Karimov: &quot;Hakamlar haqida gapirmayman&quot;,2021-11-24,13968,278
zGg6FtEDZXg,&quot;Kichkina kamera&quot;. &quot;So&#39;g&#39;diyona&quot; ayollar jamoasi - O&#39;zbekiston kubogi sohibi!,2021-11-24,1289,22
Je84hkx4v0g,"YeCHL bugungi o&#39;yinlar oldidan. Ronalduning davri o&#39;tdi, MTJ Futbolchisi operatsiya qilindi Xavi esa",2021-11-23,1872,86
shi1rAalBNE,Superliga-2021. 25-turning eng chiroyli gollari TOP-5,2021-11-23,1464,43
vkjHpC5buM0,"&quot;Futbol olami&quot;. Xayr &quot;Andijon&quot;, xayr &quot;Turon&quot; - Superliganing 25-turi haqida",2021-11-22,14371,262
CP-ycKaViMA,Dubl 21. &quot;Lokomotiv&quot; - &quot;Paxtakor&quot; o&#39;yinida ikkala jamoa yutqazdi. Qanday qilib?,2021-11-22,1704,37
JIqX2f2A7Sc,Superliga. Metallurg - Turon 1:0. Highlights,2021-11-21,1969,29
NhuLUZRRAHI,Superliga. Andijon - Navbahor 1:2. Highlights,2021-11-21,11523,192
losl4gPAiQE,Superliga. &quot;Mash&#39;al&quot; - &quot;Qizilqum&quot; 2:1. Highlights,2021-11-21,3072,66
QSPyySGOJqA,&quot;Kichkina kamera&quot;. Muxlislar kiritilmagan &quot;So&#39;g&#39;diyona&quot; - &quot;Nasaf&quot; uchrashuvi qanday o&#39;tdi?,2021-11-21,3822,50
5Gb7f1aULTo,Superliga. Lokomotiv - Paxtakor 0:3. Highlights,2021-11-20,5761,84
qQcn7-j2OMU,Superliga. Bunyodkor - Surxon 3:1. Highlights,2021-11-20,2346,38
9pzMboYCi98,Superliga. Qo&#39;qon-1912 - AGMK 2:2. Highlights,2021-11-20,3431,54
peBUshGHlzI,Superliga. So&#39;g&#39;diyona - Nasaf 1:1. Highlights,2021-11-20,7109,114
vGnA0xTFz4U,Xushxabar Ahmadaliyev Velaskez ustidan g&#39;alaba qozondi Super jang va ajoyib g&#39;alaba,2021-11-20,6880,380
JvcsxXiOH_I,Ahmadaliyev vs Velaskez fight прямой эфир Jonli Efir,2021-11-19,17226,491
Pqpi_YxyZF0,"Ayollar futboli. &quot;Bundyodkor&quot; g&#39;olib, &quot;So&#39;g&#39;diyona&quot; esa chempion!",2021-11-19,1469,31
i2A2kSRq214,&quot;Odil Junior&quot;dan yangilik: Xorijlik mutaxassisdan o&#39;zbek murabbiylariga master klass,2021-11-18,1717,64
Crm5H-OJrfI,Jasur Yaxshiboyev Qishda jamoasini almashtiradi maqsad Top 5,2021-11-17,8749,347
9RcNFsg483E,Terma Jamoa tarixidagi eng kuchli o&#39;yinlarni tomosha qiling,2021-11-15,166201,1861
Xd0NcuVcKYY,&quot;Tezkor studiya&quot;. Bugun Gruziya bilan o&#39;ynaymiz,2021-11-15,5593,173
2_mT-Hpk6E0,Superliga. Nasaf – Qo&#39;qon-1912 - 3:1. Highlights,2021-11-15,10543,228
-YQoji8v4lM,"O&#39;zbekiston MTJ. Yaxshiboyev ketdi, Aliboyev bilan intervyu",2021-11-11,8045,195
fDQzDl1ol4Y,O&#39;zbekiston MTJ. Yaxshiboyev va Yo&#39;ldoshev keldi,2021-11-10,20215,446
zzaEuLOCMN8,Muxlislar Mourinyoning davri o&#39;tdi deb hisoblashmoqda,2021-11-10,1546,75
bA7So7uhO9E,O&#39;zbekiston MTJ. Shomurodov va Kenjaboyev keldi,2021-11-09,20030,462
9slAbK6vxEk,O&#39;zbekiston MTJ. Gruziya bilan o&#39;yinga tayyorgarlikni boshladi,2021-11-08,26885,600
qPUgQG9sMZ8,"Yaponlar himoyasi sochib tashlangan tarixiy o&#39;yin, Eldorning super reydi",2021-11-08,37780,607
17dacXHC7t0,Terma jamoa karvonsaroymi? &quot;Tezkor studiya&quot; janjal tufayli yakuniga yetmadi!,2021-11-08,5951,190
y8cNv4yKvZw,"Joze Eldorga ishonmaydimi? Mourning davri o&#39;tdi, Qulayotgan Rim, Shomurodov Sevilya transferi",2021-11-08,20031,1606
sKidNuoxDt4,"&quot;Futbol olami&quot;. Penaltilar shodasi, chempionlik kubogi topshirilgan Superliganing 24-turi haqida",2021-11-07,5273,105
J2zYMONybqA,"Nega O&#39;zbekistondan Shevchenkolar chiqmaydi, chunki bizda...",2021-11-07,6340,159
kWBnIGNKxvQ,&quot;Paxtakor&quot; futbolchilarining chempionlikdan keyingi fikrlari,2021-11-06,6156,112
agCMjvXhCjE,&quot;Kichkina kamera&quot;. &quot;Paxtakor&quot; 14-chempionlikni qanday nishonladi?,2021-11-06,5945,76
fvviA46m4A8,«Футбольная махалля» - Кахи Махарадзе,2021-11-06,1810,59
7INV2gxFYyY,Paxtakor - Surxon 5:0. Highlights,2021-11-06,4801,76
RP8wHjQ_SXk,Mash’al - Turon 0:0. Highlights,2021-11-06,876,10
LsrLRrUJIfU,Eldor porlagan Osiyo Kubogining eng yorqin o&#39;yinlari,2021-11-06,58451,790
oE6W23pbEpI,Kichkina kamera. Ikkita penalti va bitta gol - &quot;Lokomotiv&quot; &quot;So&#39;g&#39;diyona&quot;ni qanday mag&#39;lub etdi?,2021-11-05,1708,25
1RbTgCOAmTY,Navbahor - Metallurg 1:0. Highlights,2021-11-05,4828,84
UMFjIORLdMs,Lokomotiv - So&#39;g&#39;diyona 1:0. Highlights,2021-11-05,1834,36
2__qEkjD8OY,Bunyodkor - Qizilqum 1:0. Highlights,2021-11-05,673,13
C4xet94huqE,AGMK – “Andijon” 3:2. Highlights,2021-11-05,2374,36
i3Ll8M0dr0I,"&quot;Nasaf&quot; Bahrayndagi finalga qanday kuzatib qo&#39;yildi? Berdiyev, Eshmurodov va Ergashev qanday fikrda?",2021-11-03,10856,466
NHg7eTpFBpg,Chekka qishloqdan chiqqan Andrey Shevchenko haqida. Bir Futbolchi Tarixi 6-son,2021-11-02,3063,128
VSpcJEV7NU,Hamidjon Aktamov bilan jonli efirda intervyu,2021-11-01,11349,299
APBdk948Fbk,&quot;Kichkina kamera&quot;. Jizzaxdagi  &quot;jang&quot; qanday tugadi?,2021-10-30,98128,966
QFIBNmWEsfk,&quot;Ko&#39;chadagi kamera&quot;: &quot;Oltin to&#39;p&quot;ni kim oladi? (Qarshi shahridan),2021-10-29,2045,79
3haPRsX60-Y,"Eldor xizmat doirasidan tashqarida, Iste&#39;fo va antirekordlar",2021-10-28,6725,282
g0o8X8FETdc,&quot;Tezkor studiya&quot;. O&#39;zbekiston - Saudiya Arabistoni 2:2. Yana yuta olmadik,2021-10-27,4343,112
_14xCHe-mPc,O&#39;zbekiston vs Saudiya Arabistoni revansh vaqti keldi,2021-10-27,22084,452
QS_gLqqkxKo,&quot;Futbol olami&quot;. Murabbiylar qo&#39;zg&#39;olon ko&#39;targan Superliganing 23-turi haqida,2021-10-26,22720,469
pTE0GxKWPzk,&quot;Tezkor studiya&quot;. O&#39;zbek futboli jar yoqasidami?,2021-10-25,10011,265
xiW67c-b5dk,Piter Xyuistra Jizzaxdagi stadion haqida: &quot;Bunday maydonda itlarni ham sayr qildirishmaydi&quot;,2021-10-24,13365,313
EakSdQr9jAU,&quot;Ko&#39;chadagi kamera&quot;. &quot;Nasaf&quot; nega O&#39;zbekistonda chempion bo&#39;lolmaydi?,2021-10-24,14064,366
atDJ8ZJBJDQ,Kichkina kamera. &quot;Bunyodkor&quot; &quot;Turon&quot;ni qiynab mag&#39;lub etgan kecha,2021-10-23,2796,51
ih114MCzjp0,Mikael Sekeyra portladi: Shunaqa davom etsa O&#39;zbekiston hech qachon JCHga chiqmaydi!,2021-10-23,39894,1350
gbZued94Q-c,Superliga. Bunyodkor - Turon 3:1. Highlights,2021-10-22,4449,84
5dwiQlVOrJ8,Superliga. Surxon - Qizilqum 1:0. Highlights,2021-10-22,2775,69
M3uFyetvIzw,"Masharipov to&#39;xtamayapti, OFK futbolchimizni e&#39;tirof etdi. Jaloliddinning goliga ovoz bering",2021-10-22,22783,700
Uqi7hhaq2TI,Superliga. Metallurg – AGMK 0:1. Highlights,2021-10-21,1350,31
LbU96nhc3kQ,"Жанжал, жароҳат, голлар — Қаршидаги ўйиндан &quot;Кичкина камера&quot;",2021-10-21,33471,593
LbU96nhc3kQ,"Жанжал, жароҳат, голлар — Қаршидаги ўйиндан &quot;Кичкина камера&quot;",2021-10-21,33471,593
7mDvWihcXiM,"&quot;Sherdor&quot; nohaq chetlatilgan, Samarqand uchun bitta klub kam, JCHga noloyiqmiz&quot; - Baxtiyor Sattorov",2021-10-21,12200,332
VUngIUoRsmM,Kichkina kamera. Nasaf  -  FINALDA. Qarshidan eksklyuziv kadrlar,2021-10-20,25547,844
gIIiK0xJp14,&quot;Tezkor studiya&quot;. OFK Kubogi. &quot;Nasaf&quot; - FINALDA!,2021-10-20,12595,352
QwZuLQlVsUE,Dubl 21. AGMK nimaning evaziga chempion bo&#39;ldi? Shomurodovning birinchi murabbiyidan g&#39;alaba,2021-10-20,1686,58
tL0rHb33peo,OFK Kubogi. &quot;Nasaf&quot; yarim finaldan oldin rasmiy mashg&#39;ulot o&#39;tkazdi,2021-10-19,7323,228
pWCDcaoQbzc,&quot;Futbol olami&quot;. Superliganing 22-turida nimalar sodir bo&#39;ldi?,2021-10-19,15843,377
pOhOgXItLm4,Superliga-2021. 22-turning eng chiroyli gollari TOP-5,2021-10-19,2340,54
b8rvEplQboA,Superliga-2021. 22-turning barcha gollari,2021-10-19,2014,42
UAVlNgcKOB4,Superliga. Navbahor – Bunyodkor 2-1 Highlights,2021-10-17,15552,314
XhdI_XmcFYw,Superliga. Lokomotiv –Andijon  2:2. Highlights,2021-10-17,10493,194
TLVUPnakE6c,&quot;Kichkina kamera&quot;. Aktamov Firdavs Norsafarovga: Xudodan qo&#39;rq! Suyunovdan Kenjaboyevga &quot;zarba&quot;,2021-10-16,37790,440
mOqAnBaW0EI,🔥🔥🔥 Hamidjon Aktamov &quot;Paxtakor&quot; bilan o&#39;yindan keyin jiddiy gapirdi,2021-10-16,42214,1217
DHJQLE1XHSU,Superliga. Turon – Surxon 1:1. Highlights,2021-10-16,3801,76
bKLzpG5dqJE,Superliga. Paxtakor - Qizilqum 4:2. Highlights,2021-10-16,18513,207
T5NSLXABE6A,Superliga. AGMK - Mash&#39;al 3:2. Highlights,2021-10-15,5696,110
nX1jklA8qHc,"Shomurodovda 14 MLN, Masharipov xorazmliklarga yordam berdi, Odil Junior barchasini isbotladi",2021-10-15,11736,348
HWfUnVna43g,O&#39;zbekiston MTJ Iordaniyadan qaytib keldi. Katanets yo&#39;q,2021-10-14,20438,383
B7xob42eP44,"&quot;Tezkor studiya&quot;. Qosimov, Xoliqov va Beg&#39;amov sharmandali mag&#39;lubiyat sabablarini muhokama qilishdi",2021-10-13,10872,283
