video_id,video_title,upload_date,view_count,like_count
d9TZ2knzmJg,Shohjahon Ergashev - Jengo Salimu (weight in + face to face),2021-06-10,15464,345
N1AbOjbEMr8,&quot;Тезкор студия&quot;. Ўзбекистон - Сингапур 5:0. Навбатдагиси Яман,2021-06-08,12600,386
-l76Zv4NGvA,&quot;Тезкор студия&quot;. Ўзбекистон - Сингапур учрашувидан олдин,2021-06-07,11729,343
i5pwrGRWcZk,&quot;Тезкор студия&quot;. &quot;Оқ-тепа&quot; бош директори Алишер Шоғуломов билан очиқчасига суҳбат,2021-06-07,6381,133
OldXj2ZxYXE,O&#39;zbekiston MTJda nima tashvishga solmoqda? Uchta o&#39;yinni yuta olamizmi? Kim yetakchi bo&#39;ladi?,2021-06-07,19172,593
ZLyzSj1YbWs,Yevro-2020da kim chempion bo&#39;ladi? Kim to&#39;purar va kashfiyot?,2021-06-04,4027,100
DoW5VOsK2g,Jaloliddin Masharipov Saudiya Arabistoni bilan o&#39;yin haqida qanday fikrda,2021-06-03,30053,690
1E2RnP3sdB0,Javohir Sidiqov bilan JONLI EFIRDAGI intervyu,2021-06-03,14595,419
uTgc-Kg7ynY,&quot;Тезкор студия&quot;. Мавзу терма жамоа,2021-05-31,16046,388
C5WZcyr4NTE,O&#39;zbekiston Australia o&#39;yini bo&#39;lmaydi nega,2021-05-27,27946,649
JLQAl6t3EoI,&quot;Тезкор студия&quot;. Абрамов ва унинг жамоаси муҳокамаси,2021-05-27,12159,323
GvAO3l2KY9Y,Eldor Shomurodovning A Seriya 2020/21 mavsumidagi barcha gollari,2021-05-26,199227,3504
qxJ4zlsy-1o,"O&#39;zbekiston MTJ mashg&#39;uloti + Eldor Shomurodov, Vadim Abramov va Abror Pirriyevdan intervyular",2021-05-25,51347,1501
Zj3StjRxRac,"Интервью: &quot;Отам исмимни бежизга Журъат қўймаган, жамоани ярим йўлда ташлаб кетмайман&quot;",2021-05-22,8821,240
4WLnucExFmI,"&quot;Tezkor studiya&quot;. OFK Kubogida &quot;Nasaf&quot;dan ajoyib yakun, Superligada AGMKdan mag&#39;lubiyat",2021-05-20,13783,429
6QN1s2jnM-8,Nasaf bugun &quot;Final&quot;da o&#39;ynaydi. Termaga chaqirilmagan Umarov yana gol urdi,2021-05-20,25910,454
V_L7y2UCX2Q,Superliga-2021. 9-turning eng chiroyli gollari TOP-5,2021-05-20,3183,49
V_L7y2UCX2Q,Superliga-2021. 9-turning eng chiroyli gollari TOP-5,2021-05-20,3183,49
8n2IBYi8HQs,Superliga-2021. 9-turning barcha gollari,2021-05-20,2638,40
Ruf57uG6tCY,Superliga. Surxon - Turon 1:0. Highlights,2021-05-19,4587,102
uNPseu6KZ54,OFK Kubogi-2021. &quot;Nasaf&quot;ning quvnoq kayfiyatda o&#39;tgan tiklanish mashg&#39;uloti,2021-05-18,8307,249
O14aVMbjXwo,Superliga. Bunyodkor - Navbahor 0:0. Highlights,2021-05-18,3376,73
miWRpkN91Lo,"Shomurodov chaqirildi, Yaxshiboyev va Urunov terma yig&#39;iniga kelmaydi",2021-05-18,20419,463
zc1NEcpsSN0,Superliga. Andijon - Lokomotiv 1:2 Highlights,2021-05-17,5099,85
0iMyZTyVgR0,OFK Kubogi-2021. &quot;Nasaf&quot;ning &quot;Xo&#39;jand&quot; bilan o&#39;yindan oldingi rasmiy mashg&#39;uloti,2021-05-16,7846,254
5DPFUz71_14,Superliga-2021. 8-turning barcha gollari,2021-05-15,1444,25
i1MYKMRfZuE,Superliga. AGMK - Bunyodkor 3:1. Highlights,2021-05-14,15107,348
5wZ6LndCA2M,Bugun OFK kubogi NASAF vs OLOY 17:00 #live,2021-05-14,17299,573
UQyBan2UFyY,Superliga. Paxtakor - Qo&#39;qon-1912 - 3:0. Highlights,2021-05-12,7084,150
bwE_6U0mIzQ,Superliga. Navbahor - Surxon 2:0. Highlights,2021-05-12,8618,197
cZkr0IGcygY,&quot;Tezkor studiya&quot;. Yaypandagi mojaroli o&#39;yin va 8-tur oldidan,2021-05-11,4384,99
-yIdBsYEICg,Bosh bilan urilgan top 10 chiroyli gollar #TermaJamoa,2021-05-11,3411,106
SxkGx14A-3s,Superliga. Turon - AGMK 0:1. Highlights,2021-05-10,10841,161
-LyenX5nj-s,O&#39;zbek futboli tarixidagi top eng mashxur gollar 2 qism,2021-05-07,61928,708
U2uFKqBqoAE,Superliga-2021. 7-turning eng chiroyli gollari TOP-5,2021-05-07,3668,71
0oIH_0iZMBM,Superliga-2021. 7-turning barcha gollari,2021-05-07,4383,80
q8w-H0WsPc,Superliga. Turon - Paxtakor 1:1. Highlights,2021-05-06,19157,300
fmZ8_QeDBoU,Superliga. Surxon - AGMK 0:1. Highlights,2021-05-06,2560,56
ZHecI0j2R28,Superliga. Andijon - Qo&#39;qon-1912 - 1:2. Highlights,2021-05-05,8517,125
dhsAW01JgEQ,Superliga. Bunyodkor - Nasaf 2:0. Highlights,2021-05-04,8631,150
NciMbThxnU,&quot;TEZKOR STUDIYA&quot;. OCHL guruh bosqichi yakunlari,2021-05-01,5845,154
D4xdbjw-TX4,Siz kutgan gollar...,2021-04-27,15280,413
JgWde6icQRg,&quot;Ko&#39;chadagi kamera&quot;. Uni tanidingizmi? Eldor Shomurodov,2021-04-24,85393,2007
zphdI-kFC9M,&quot;Тезкор студия&quot;. &quot;Пахтакор&quot; тайёр ғалабани қўлдан чиқарди. АГМКдан ютуқ кутамиз!,2021-04-24,6993,165
_RUaV0n44E,AGMKdan daxshatli kambek va tarixiy g&#39;alaba,2021-04-22,53418,1129
Kjoa1vvoqDc,Jaloliddin Masharipov AGMKga qarshi,2021-04-21,17178,359
32iay4cEoHI,Superliga-2021. 6-turning eng chiroyli gollari TOP-5,2021-04-17,10382,231
71OYKdYq7fo,Superliga-2021. 6-turning barcha gollari,2021-04-17,4201,59
oqO7ldeDb20,Superliga. Lokomotiv - Bunyodkor 2:1. Highlights,2021-04-16,7641,148
rrS3gjlGMHU,"&quot;Тезкор студия&quot;. АГМК &quot;Ал Ҳилол&quot; билан дуранг ўйнади, &quot;Насаф&quot;дан 6:0...",2021-04-16,12776,395
UmBJYrvalA4,Superliga. Nasaf - Surkhon 6:0. Highlights,2021-04-15,33210,690
pLD8q9uxhw0,Superliga. Sogdiana - Mash&#39;al 2:2. Highlights,2021-04-15,8464,163
AFk4qH42oTM,Superliga. Kokand-1912 - Metallurg 0:1. Highlights,2021-04-15,3818,69
UGov8K5D_gY,Paxtakor (UZB) vs Traktor Sozi (ERON) 20:00. Ustunlik biz tomonda,2021-04-14,55851,958
wQHoL23uOow,Superliga-2021. 5-turning eng chiroyli gollari TOP-5,2021-04-11,8074,192
Vi3Zl1CsGU,Superliga-2021. 5-turning barcha gollari,2021-04-11,3191,52
94tNpLjfW0A,"Masharipov va Sergeyevdan super gollar, Finalda Jaloliddin eng yaxshi o&#39;yinchi deb topildi",2021-04-10,31521,677
uqP_uLoJMqM,Superliga. Mash&#39;al - Kokand-1912 - 0:2. Highlights,2021-04-09,8638,105
5O2sNBpFz08,&quot;Navbahor&quot; &quot;Paxtakor&quot; o&#39;yini bo&#39;yicha rasmiy xabar,2021-04-09,63906,958
d_USbBkzSt4,Superliga. Bunyodkor – Sogdiana - 2:2. Highlights,2021-04-08,10109,211
IZDIOjDQQJ0,&quot;Tezkor studiya&quot;. Tarixiy o`yin muhokamasi,2021-04-07,12880,421
qBGWV1RnrR0,Superliga. Navbakhor - Pakhtakor 1:2. Highlights (07/04/2021),2021-04-07,41509,470
MjekobyK_Ok,Ahmedovni dunyoga mashxur qilgan o&#39;yin Qatar vs O&#39;zbekiston 0-2 Osiyo Kubogi 2011,2021-04-05,292946,2494
z9habGJUixs,Superliga-2021. 4-turning eng chiroyli gollari TOP-5,2021-04-05,6696,162
MKJ_rZEsKsA,Superliga. Nasaf - Turon 4:0. Highlights,2021-04-03,23368,450
eUhi8VLslg0,Superliga. Lokomotiv - Qizilqum 1:1. Highlights,2021-04-03,2442,52
o3U736fIrF4,"Tezkor studiya&quot;. &quot;Paxtakor&quot; ofsayddan gol urdi, &quot;Navbahor&quot; Olmaliqda yutqazdi",2021-04-02,7009,151
iYGIyaGDq9o,Superliga. AGMK - Navbakhor 2:1. Highlights (2/04/2021),2021-04-02,10753,170
b_UXg3ZSLjY,Superliga. Pakhtakor - Metallurg 2:1. Highlights (2/04/2021),2021-04-02,12410,156
71k7JenOjos,Superliga. Kokand-1912 - Bunyodkor 0:0. Highlights,2021-04-02,1375,41
EO40KZvcNI,&quot;Ko&#39;chadagi kamera&quot;.  3-aprel kungi boks oqshomidan nimalar kutayapsiz?,2021-04-02,2112,85
blzZkgOKLVg,"&quot;Tezkor studiya&quot;. &quot;Andijon&quot; yana VAR&#39;dan jabr ko&#39;rdi, Jizzaxdagi drama",2021-04-01,6424,158
kjPIgTlqYtE,Superliga Uzbekistan. Sogdiana - Surkhon 2:1. Highlights (1/04/2021),2021-04-01,10347,165
eckaTu4uz_g,Superliga Uzbekistan. Andijan - Mashal 1:1. Highlights (1/04/2021),2021-04-01,11675,194
EE5_VMbEQBU,&quot;Tezkor studiya&quot;. Superligada 4-tur boshlanmoqda,2021-04-01,4115,138
VTYOliECfXU,"Abramov qolishi kerak, Saudiya safarda mag&#39;lub qilinadi?",2021-03-30,31994,787
DJ8RcBI0ZM8,Iroq MTJ &quot;Bunyodkor&quot;da mashg&#39;ulot o&#39;tkazdi,2021-03-28,11963,313
uJT3KRiojRc,Futzal. Paxtakor - AGMK 3:2. O&#39;yin sharhi,2021-03-25,10822,171
TgZ3iggBVXY,&quot;Kichkina kamera&quot;. &quot;Neftchi&quot; mavsumni g&#39;alaba bilan boshlay olmadi,2021-03-23,5586,129
fc1i8csIiy8,Superliga-2021. 3-turning barcha gollari,2021-03-21,3396,62
xkKhSY-uWLA,O&#39;zbekiston vs Vietnam Sidirovning oltin goli va Ashurmatovdan super Intervyu Qorli o&#39;yin tarixi,2021-03-21,570522,7734
pztQK9Vu39E,&quot;Тезкор студия&quot;. 10 кишига қарши ўйнаган &quot;Андижон&quot;га нима етишмади?,2021-03-20,6444,135
5V4qJJ64Sdc,Coca Cola Суперлига. 3-тур. &quot;Бунёдкор&quot; - &quot;Андижон&quot; 3:1. Ўйин шарҳи,2021-03-20,11932,191
mOQk0ncVpcs,Coca Cola Суперлига. 3-тур. &quot;Навбаҳор&quot; - &quot;Насаф&quot; 0:0. Ўйин шарҳи,2021-03-19,10784,214
LtHQcWUU9wM,Coca Cola Superliga. 3-tur. AGMK - &quot;Paxtakor&quot; 0:3. O&#39;yin sharhi,2021-03-18,17655,263
f7jBY1cU0-Y,Coca Cola Superliga. 3-tur. &quot;Turon&quot; - &quot;Lokomotiv&quot; 2:2. O&#39;yin sharhi,2021-03-18,32127,633
Vx7pn1NW618,"Masharipov Xavini lol qoldirgan o&#39;yin, Alijonovdan super gol, Paxtakor 2-2 Al Sadd",2021-03-18,232999,2698
u-Uu_FD9JnE,Superliga-2021. 2-turning eng chiroyli gollari TOP-5,2021-03-17,27552,471
pbmQPfJMVpQ,Superliga-2021. 2-turning barcha gollari,2021-03-17,2542,50
5J3VBQ7t7gs,Coca Cola Superliga. 2-tur. Metallurg - Bunyodkor 1:0. O&#39;yin sharhi,2021-03-16,5022,113
tSBXgo7hGIE,Coca Cola Superliga. 2-tur. Andijon - Surxon 1:0. O&#39;yin sharhi,2021-03-16,21433,413
VHAPwCutWWc,Jaloliddin Masharipovning eng chiroyli gollari 8 lik,2021-03-15,12648,354
xlzW5ZwP_Ek,Mikael Sekeyra: &quot;VAR bilan bog&#39;liq to&#39;xtalishlar hisobiga o&#39;yinimiz yaxshichiqmadi&quot;,2021-03-14,2416,40
dnR_k9gneBc,Superliga-2021. 1-turning barcha gollari,2021-03-14,3833,105
Gqmj-UXMweA,Eldor Shomurodovning top 10 chiroyli gollari  Top 10 goals Eldor Shomurodov,2021-03-12,32770,727
SYH7eO9XIOc,&quot;Tezkor studiya&quot;. Zerikarli kun haqida,2021-03-11,2911,57
zShp7YyFV70,Superliga. Surxon – Metallurg 1:0. O&#39;yin sharhi,2021-03-11,10622,186
zFuP__rLwW4,Superliga. Nasaf - Paxtakor - 2:3. O&#39;yin sharhi,2021-03-10,57659,888
SHaC1lEnrV4,Superliga. Turon - Qo&#39;qon-1912 - 1:2. O&#39;yin sharhi,2021-03-10,28261,369
-KvBKzVNPzI,Superliga. Navbahor - So&#39;g&#39;diyona 0:1. O&#39;yin sharhi,2021-03-09,14312,224
wh1kbofrFrI,Superliga. AGMK - Lokomotiv 2:1. O&#39;yin sharhi,2021-03-09,15137,254
HqdWbVmAmxI,Sardor Rashidov Eldor Shomurodovni almashtirgan o&#39;yin O&#39;zbekiston vs Xitoy 2-0 JCH saralashi,2021-03-09,104577,1187
RUqGo4K4wwk,O&#39;zbek futbolchilarining jarima zarbalaridan urgan eng sara gollari 1-qism,2021-03-05,154689,1357
XCy6BFaAPJE,"Eldordan ikki super gol, Markaziy Osiyo derbisi O&#39;zbekiston 4-0 Turkmaniston  Osiyo Kubogi 2019",2021-03-04,31616,450
pVTXOD11Y_I,"&quot;Masharipovdan dublpas, Jaloliddin Dubayni zabt etmoqda&quot;",2021-03-03,12620,266
MIHmoapy_cY,Shomurodovni Osiyoga tanitgan o&#39;yin O&#39;zbekiston - Ummon 2:1,2021-03-01,175384,1814
JLg9qUuVYuM,Xayrulla Hamidovning ajoyib gollarga fenomenal sharhlari,2021-02-24,148115,2656
3XoDWUH7IaE,"O&#39;zbekiston 2022-yilgi Osiyo Kubogiga mezbonlik qiladi, Bobir Shatskixning o&#39;rnini bosaoladimi?",2021-02-23,12606,277
2R47xLpTwzw,&quot;Tezkor studiya&quot;. 2021-yilgi Superligaga qur&#39;a tashlandi. Taqvim kim uchun omadli keldi?,2021-02-20,5688,190
6fZvYy6aAzI,Yana bir o&#39;zbek futbolchisi Yevropa klubiga o&#39;tdi.,2021-02-20,20482,548
w8x75ffsZCY,O&#39;zbekiston vs Shaxtyor o&#39;rtoqlik o&#39;yini. 17.02.2021 LIVE 17:00,2021-02-17,10065,231
Zw3tDxmJGws,&quot;Tezkor studiya&quot;. O&#39;zbekiston Iordaniyani mag&#39;lub etdi. Bozorov qahramon bo&#39;ldi,2021-02-15,6055,175
_LiGPgTOE7U,O&#39;zbek futboli tarixidagi eng mashxur gollar 1-qism,2021-02-06,37584,769
6EJ0xxpsTrk,"Bahodir Ahmedov: &quot;Raqib kim bo‘lishining farqi yo‘q, faqat g‘alaba uchun o‘ynaymiz&quot;",2021-01-28,1947,72
mjAgDeDAQFs,Eldor sotilmaydi. Ozbekiston terma jamoasi Jahon chempionilari bilan o&#39;ynaydi.,2021-01-23,25572,734
N6y_1bLzbpc,"Eldor Italiyani zabt etdi, Cheran terma jamoada, Oston transfer qilinadi",2021-01-11,58585,1275
pcanIZYU7cY,PFL nogiron emasmi? Shaffoflik va Abramov haqida. Diyor Imomxo&#39;jayev bilan intervyu,2021-01-09,44902,1401
BTzEVf-kW40,Odil Ahmedov &quot;Bizga hech kim ishonmadi&quot;,2021-01-08,16444,605
3zmk6C1AJ2k,2020-yilda o&#39;zbek futbolchilari tomonidan kiritilgan top 10 chiroyli gollar,2020-12-29,20124,422
JT4QKmGHAI0,Yilning eng chiroyli goli uchun nomzod Shahboz Umarov (Energetik BGU),2020-12-27,29249,692
FkkRw_hLa48,Yilning eng chiroyli goli uchun nomzod Jasur Yaxshiboyev (Shaxtyor),2020-12-27,16913,259
